gene_id_Zm	OG	module_num	module_color	hub_score_kME	description (maizeGDB's maizemine)
Zm00001eb194720	OG0003801	1	turquoise	0.40993377	NA
Zm00001eb041390	OG0015736	1	turquoise	0.40910417	Ribonuclease T(2)
Zm00001eb258670	OG0016329	1	turquoise	0.40833505	PPPDE domain-containing protein
Zm00001eb192050	OG0002567	1	turquoise	0.4082259	Proliferating cell nuclear antigen
Zm00001eb258230	OG0002567	1	turquoise	0.4082259	Proliferating cell nuclear antigen
Zm00001eb147560	OG0005605	1	turquoise	0.40818194	Cytochrome P450
Zm00001eb367160	OG0005605	1	turquoise	0.40818194	Cytochrome P450
Zm00001eb290970	OG0003322	1	turquoise	0.40763605	Glycosyltransferase
Zm00001eb192490	OG0021664	1	turquoise	0.40695564	NADPH-dependent aldehyde reductase-like protein
Zm00001eb187720	OG0007078	1	turquoise	0.40571978	Transcription factor FAMA
Zm00001eb251200	OG0007078	1	turquoise	0.40571978	Transcription factor bHLH71
Zm00001eb410710	OG0012883	1	turquoise	0.40518853	Peroxidase
Zm00001eb193700	OG0009846	1	turquoise	0.40514967	Cell number regulator 1
Zm00001eb299970	OG0005821	1	turquoise	0.40454834	187-kDa microtubule-associated protein AIR9-like isoform X1
Zm00001eb170830	OG0010330	1	turquoise	0.4045271	Xyloglucan glycosyltransferase
Zm00001eb412710	OG0010330	1	turquoise	0.4045271	Xyloglucan glycosyltransferase
Zm00001eb061300	OG0017085	1	turquoise	0.40313621	Transcription factor BPE
Zm00001eb064840	OG0019908	1	turquoise	0.40298431	Gamma-glutamylcyclotransferase family protein
Zm00001eb064490	OG0010637	1	turquoise	0.40286351	Nucleotide-diphospho-sugar transferase family protein
Zm00001eb315820	OG0010637	1	turquoise	0.40286351	NA
Zm00001eb389260	OG0023671	1	turquoise	0.4017451	Auxin efflux carrier component
Zm00001eb276150	OG0004536	1	turquoise	0.39994067	Aspartic proteinase nepenthesin-1
Zm00001eb407150	OG0007563	1	turquoise	0.39957775	VAMP protein SEC22
Zm00001eb001530	OG0007306	1	turquoise	0.39918754	NA
Zm00001eb002690	OG0017298	1	turquoise	0.39822216	NA
Zm00001eb322710	OG0005333	1	turquoise	0.39706311	NA
Zm00001eb322260	OG0002107	1	turquoise	0.39448773	UDP-glycosyltransferase 71B1
Zm00001eb235360	OG0014300	1	turquoise	0.39427976	Secologanin synthase
Zm00001eb167820	OG0014757	1	turquoise	0.39410059	receptor protein-tyrosine kinase CEPR2
Zm00001eb032020	OG0017826	1	turquoise	0.39325234	glycosyltransferase BC10
Zm00001eb207980	OG0007241	1	turquoise	0.39247149	Apoptosis-inducing factor isogeny A
Zm00001eb365150	OG0007241	1	turquoise	0.39247149	NA
Zm00001eb075540	OG0014229	1	turquoise	0.39235625	Peptidase A1 domain-containing protein
Zm00001eb300590	OG0004663	1	turquoise	0.39103461	CXE carboxylesterase
Zm00001eb292680	OG0014359	1	turquoise	0.390983	X8 domain-containing protein
Zm00001eb022730	OG0019088	1	turquoise	0.39074227	Pistil-specific extensin-like protein
Zm00001eb154390	OG0013184	1	turquoise	0.39052916	Non-classical arabinogalactan protein 31
Zm00001eb065870	OG0004598	1	turquoise	0.38964525	Isoamyl acetate-hydrolyzing esterase
Zm00001eb433910	OG0004598	1	turquoise	0.38964525	Isoamyl acetate-hydrolyzing esterase
Zm00001eb089700	OG0008580	1	turquoise	0.38935989	3
Zm00001eb419010	OG0008580	1	turquoise	0.38935989	3
Zm00001eb419040	OG0008580	1	turquoise	0.38935989	3
Zm00001eb072660	OG0015657	1	turquoise	0.38808417	FLZ-type domain-containing protein
Zm00001eb256990	OG0012983	1	turquoise	0.38806346	NA
Zm00001eb054250	OG0017116	1	turquoise	0.3875389	Beta-glucosidase 7
Zm00001eb110290	OG0005690	1	turquoise	0.38715778	Ethylene-responsive factor-like protein 1
Zm00001eb130510	OG0005690	1	turquoise	0.38715778	Ethylene-responsive factor-like protein 1
Zm00001eb340140	OG0005690	1	turquoise	0.38715778	Ethylene-responsive factor-like protein 1
Zm00001eb093510	OG0004818	1	turquoise	0.38668673	Ulp1 protease family C-terminal catalytic domain containing protein expressed
Zm00001eb285980	OG0018898	1	turquoise	0.38482407	NA
Zm00001eb147550	OG0013131	1	turquoise	0.38366542	PlsC domain-containing protein
Zm00001eb206110	OG0004225	1	turquoise	0.3832287	Integral membrane HRF1 family protein
Zm00001eb107230	OG0010561	1	turquoise	0.38293154	Remorin
Zm00001eb324720	OG0010561	1	turquoise	0.38293154	Remorin
Zm00001eb071870	OG0002032	1	turquoise	0.38191245	Ubiquinol oxidase
Zm00001eb071880	OG0002032	1	turquoise	0.38191245	Ubiquinol oxidase
Zm00001eb091840	OG0020189	1	turquoise	0.38140915	Receptor-like kinase TMK2
Zm00001eb434220	OG0020189	1	turquoise	0.38140915	receptor-like kinase TMK3
Zm00001eb154630	OG0011576	1	turquoise	0.38092141	Hydrogen-transporting ATP synthase
Zm00001eb163860	OG0011366	1	turquoise	0.37991048	Chalcone-flavonone isomerase family protein
Zm00001eb084980	OG0024312	1	turquoise	0.37895064	Tify domain-containing protein
Zm00001eb191210	OG0007595	1	turquoise	0.3785896	RING-type E3 ubiquitin transferase
Zm00001eb065790	OG0003560	1	turquoise	0.37849004	Phosphomannomutase
Zm00001eb089250	OG0006709	1	turquoise	0.37777589	C2H2-type domain-containing protein
Zm00001eb418410	OG0006709	1	turquoise	0.37777589	Neurotrophin receptor-interacting factor like
Zm00001eb313390	OG0011629	1	turquoise	0.37699348	S-adenosylmethionine decarboxylase proenzyme
Zm00001eb313400	OG0011629	1	turquoise	0.37699348	S-adenosylmethionine decarboxylase proenzyme
Zm00001eb269710	OG0008500	1	turquoise	0.37557522	probable lysophospholipase BODYGUARD 3
Zm00001eb378200	OG0008500	1	turquoise	0.37557522	Lysophospholipase BODYGUARD 3 like
Zm00001eb011920	OG0009676	1	turquoise	0.37544032	LRR receptor-like serine/threonine-protein kinase FEI 1
Zm00001eb397950	OG0009676	1	turquoise	0.37544032	LRR receptor-like serine/threonine-protein kinase FEI 1
Zm00001eb104350	OG0012089	1	turquoise	0.37542635	High mobility group B protein 2
Zm00001eb320870	OG0012089	1	turquoise	0.37542635	High mobility group B protein 2
Zm00001eb292010	OG0002081	1	turquoise	0.37466987	Cyclic nucleotide-binding domain-containing protein
Zm00001eb369820	OG0002081	1	turquoise	0.37466987	Cyclic nucleotide-binding domain-containing protein
Zm00001eb106210	OG0015370	1	turquoise	0.37453517	Harpin-induced protein
Zm00001eb250050	OG0018437	1	turquoise	0.37421203	hippocampus abundant transcript-like protein 1
Zm00001eb012250	OG0021446	1	turquoise	0.37409193	Laccase
Zm00001eb280790	OG0017775	1	turquoise	0.37383953	Peroxidase
Zm00001eb324900	OG0013740	1	turquoise	0.37329334	Phytocyanin domain-containing protein
Zm00001eb161620	OG0006870	1	turquoise	0.37178603	Leucine-rich repeat extensin-like protein 1
Zm00001eb357850	OG0006870	1	turquoise	0.37178603	Leucine-rich repeat extensin-like protein 1
Zm00001eb191780	OG0007592	1	turquoise	0.37013668	NAC domain-containing protein
Zm00001eb258400	OG0007592	1	turquoise	0.37013668	Protein CUP-SHAPED COTYLEDON 1
Zm00001eb361030	OG0018147	1	turquoise	0.36952987	Chaperone protein dnaJ 10
Zm00001eb016200	OG0014408	1	turquoise	0.36749154	BHLH transcription factor
Zm00001eb395050	OG0014408	1	turquoise	0.36749154	BHLH transcription factor
Zm00001eb071250	OG0004254	1	turquoise	0.36486533	Shikimate O-hydroxycinnamoyltransferase
Zm00001eb067980	OG0012524	1	turquoise	0.36156731	AP2-like ethylene-responsive transcription factor AIL5
Zm00001eb072670	OG0015656	1	turquoise	0.36119576	FLZ-type domain-containing protein
Zm00001eb288350	OG0019044	1	turquoise	0.36036433	Tetraacyldisaccharide 4'-kinase
Zm00001eb053050	OG0002095	1	turquoise	0.35971239	Sulfotransferase
Zm00001eb156470	OG0003783	1	turquoise	0.35949859	NA
Zm00001eb439660	OG0003783	1	turquoise	0.35949859	NA
Zm00001eb440490	OG0003783	1	turquoise	0.35949859	NA
Zm00001eb241920	OG0017938	1	turquoise	0.35889738	Glycerophosphodiester phosphodiesterase
Zm00001eb065750	OG0010979	1	turquoise	0.35832347	FT-interacting protein 1-like
Zm00001eb434040	OG0010979	1	turquoise	0.35832347	FT-interacting protein 1
Zm00001eb088500	OG0004113	1	turquoise	0.35774182	Cysteine synthase
Zm00001eb288410	OG0001823	1	turquoise	0.3563253	Bidirectional sugar transporter SWEET
Zm00001eb331730	OG0013702	1	turquoise	0.35414172	NEP1-interacting protein-like 1
Zm00001eb014450	OG0014420	1	turquoise	0.35384282	Glycine-rich protein family
Zm00001eb057570	OG0009310	1	turquoise	0.35200113	Cytochrome b5 heme-binding domain-containing protein
Zm00001eb214730	OG0009310	1	turquoise	0.35200113	Cytochrome b5 heme-binding domain-containing protein
Zm00001eb104880	OG0013713	1	turquoise	0.35031399	NA
Zm00001eb093560	OG0006135	1	turquoise	0.35020106	Ethylene-responsive transcription factor WRI1
Zm00001eb195920	OG0006135	1	turquoise	0.35020106	Ethylene-responsive transcription factor WRI1
Zm00001eb380650	OG0009475	1	turquoise	0.34931835	1-phosphatidylinositol 4-kinase
Zm00001eb021790	OG0001774	1	turquoise	0.34901957	HMA domain-containing protein
Zm00001eb007740	OG0017732	1	turquoise	0.34864632	GH10 domain-containing protein
Zm00001eb400770	OG0017732	1	turquoise	0.34864632	GH10 domain-containing protein
Zm00001eb068860	OG0015811	1	turquoise	0.34824904	Microtubule-associated protein RP/EB family member 1A
Zm00001eb006770	OG0006307	1	turquoise	0.34646486	Alcohol dehydrogenase-like 7
Zm00001eb203240	OG0023414	1	turquoise	0.34624458	Alpha-1
Zm00001eb275250	OG0020570	1	turquoise	0.34491267	Heptahelical transmembrane protein 1
Zm00001eb172970	OG0019721	1	turquoise	0.3439155	NA
Zm00001eb292740	OG0020315	1	turquoise	0.34341396	rac-like GTP-binding protein ARAC7
Zm00001eb353070	OG0020315	1	turquoise	0.34341396	rac-like GTP-binding protein ARAC7
Zm00001eb103730	OG0005329	1	turquoise	0.34148157	Transcription factor MYB31
Zm00001eb332030	OG0005329	1	turquoise	0.34148157	R2R3-MYB transcriptional factor
Zm00001eb037870	OG0004874	1	turquoise	0.34033514	Glutamine amidotransferase type-1 domain-containing protein
Zm00001eb037880	OG0004874	1	turquoise	0.34033514	Glutamine amidotransferase type-1 domain-containing protein
Zm00001eb335560	OG0004874	1	turquoise	0.34033514	Glutamine amidotransferase type-1 domain-containing protein
Zm00001eb155410	OG0007714	1	turquoise	0.33935931	Transcription factor ABA-INDUCIBLE bHLH-TYPE
Zm00001eb001830	OG0012360	1	turquoise	0.33911102	NA
Zm00001eb057000	OG0003831	1	turquoise	0.33802998	Shikimate O-hydroxycinnamoyltransferase
Zm00001eb293200	OG0012678	1	turquoise	0.33779584	Non-classical arabinogalactan protein 31
Zm00001eb306310	OG0018197	1	turquoise	0.3375248	Alpha galactosidase
Zm00001eb234730	OG0013931	1	turquoise	0.3356077	Cinnamyl alcohol dehydrogenase
Zm00001eb112950	OG0009422	1	turquoise	0.33557264	11-beta-hydroxysteroid dehydrogenase 1B-like isoform X2
Zm00001eb169370	OG0009422	1	turquoise	0.33557264	11-beta-hydroxysteroid dehydrogenase 1B-like
Zm00001eb010500	OG0006688	1	turquoise	0.33443908	3-ketoacyl-CoA synthase
Zm00001eb398750	OG0006688	1	turquoise	0.33443908	3-ketoacyl-CoA synthase
Zm00001eb335210	OG0019275	1	turquoise	0.3334586	Wound-induced protease inhibitor
Zm00001eb201090	OG0003252	1	turquoise	0.33231008	NA
Zm00001eb330580	OG0015415	1	turquoise	0.33033326	Peroxidase
Zm00001eb207630	OG0020496	1	turquoise	0.33017897	NA
Zm00001eb379310	OG0020496	1	turquoise	0.33017897	NA
Zm00001eb383930	OG0008557	1	turquoise	0.32928537	pescadillo homolog
Zm00001eb302660	OG0018527	1	turquoise	0.32379027	GSDH domain-containing protein
Zm00001eb226380	OG0013994	1	turquoise	0.32104098	Peroxidase
Zm00001eb433630	OG0022901	1	turquoise	0.32088362	Endoglucanase
Zm00001eb041120	OG0007329	1	turquoise	0.32064825	Cinnamoyl-CoA reductase
Zm00001eb179780	OG0007329	1	turquoise	0.32064825	Cinnamoyl-CoA reductase
Zm00001eb371580	OG0022363	1	turquoise	0.31834132	probable peroxygenase 4
Zm00001eb100130	OG0007743	1	turquoise	0.31830849	Tify domain-containing protein
Zm00001eb314010	OG0007743	1	turquoise	0.31830849	Tify domain-containing protein
Zm00001eb329520	OG0021973	1	turquoise	0.31756743	Beta-glucosidase 26
Zm00001eb098640	OG0005675	1	turquoise	0.31687362	FLZ-type domain-containing protein
Zm00001eb311150	OG0005675	1	turquoise	0.31687362	FLZ-type domain-containing protein
Zm00001eb100230	OG0006878	1	turquoise	0.31646728	Keratin-associated protein 5-4
Zm00001eb314160	OG0006878	1	turquoise	0.31646728	Keratin-associated protein 5-4
Zm00001eb353760	OG0020321	1	turquoise	0.31623143	NA
Zm00001eb239460	OG0013145	1	turquoise	0.31618801	Thaumatin-like protein 1-like (Fragment)
Zm00001eb275420	OG0016267	1	turquoise	0.31303675	Premnaspirodiene oxygenase
Zm00001eb146800	OG0013125	1	turquoise	0.31240817	E3 ubiquitin-protein ligase ATL76
Zm00001eb366740	OG0013125	1	turquoise	0.31240817	E3 ubiquitin-protein ligase ATL76
Zm00001eb154730	OG0016505	1	turquoise	0.31202379	Brassinosteroid-insensitive 1
Zm00001eb361520	OG0016505	1	turquoise	0.31202379	Brassinosteroid-insensitive 1
Zm00001eb203620	OG0013970	1	turquoise	0.31115685	Xyloglucan endotransglucosylase/hydrolase
Zm00001eb307070	OG0019551	1	turquoise	0.31055482	kinesin-like protein KIN-4A isoform X1
Zm00001eb004650	OG0012789	1	turquoise	0.31022639	Epidermal patterning factor-like protein
Zm00001eb403370	OG0012789	1	turquoise	0.31022639	Epidermal patterning factor-like protein
Zm00001eb008710	OG0016088	1	turquoise	0.30934901	Microtubule-associated protein 70-5
Zm00001eb042220	OG0005952	1	turquoise	0.30869077	FCS-Like Zinc finger 6-like
Zm00001eb178840	OG0005952	1	turquoise	0.30869077	FLZ-type domain-containing protein
Zm00001eb044900	OG0011816	1	turquoise	0.30811296	Pollen receptor-like kinase 4
Zm00001eb259950	OG0019729	1	turquoise	0.30617892	VAMP protein SEC22
Zm00001eb207950	OG0018693	1	turquoise	0.30566559	Fibronectin type-III domain-containing protein
Zm00001eb232450	OG0018693	1	turquoise	0.30566559	Fibronectin type-III domain-containing protein
Zm00001eb069710	OG0004487	1	turquoise	0.30517039	CRIB domain-containing protein
Zm00001eb069780	OG0004487	1	turquoise	0.30517039	CRIB domain-containing protein
Zm00001eb069850	OG0004487	1	turquoise	0.30517039	CRIB domain-containing protein
Zm00001eb069920	OG0004487	1	turquoise	0.30517039	CRIB domain-containing protein
Zm00001eb069990	OG0004487	1	turquoise	0.30517039	CRIB domain-containing protein
Zm00001eb071050	OG0008277	1	turquoise	0.30441405	AAI domain-containing protein
Zm00001eb240220	OG0008277	1	turquoise	0.30441405	AAI domain-containing protein
Zm00001eb337480	OG0008277	1	turquoise	0.30441405	14 kDa proline-rich protein DC2.15
Zm00001eb430720	OG0008277	1	turquoise	0.30441405	AAI domain-containing protein
Zm00001eb252380	OG0018451	1	turquoise	0.3020337	Liguleless narrow
Zm00001eb290990	OG0005046	1	turquoise	0.30171831	Eukaryotic translation initiation factor 2B family protein
Zm00001eb352140	OG0005046	1	turquoise	0.30171831	Eukaryotic translation initiation factor 2B family protein
Zm00001eb330920	OG0019904	1	turquoise	0.30030912	Thioredoxin-like 1-1
Zm00001eb045340	OG0010273	1	turquoise	0.30015431	Cytochrome P450 family protein
Zm00001eb204270	OG0007516	1	turquoise	0.29951797	NA
Zm00001eb055490	OG0002315	1	turquoise	0.2994078	Glutamate decarboxylase
Zm00001eb399220	OG0002315	1	turquoise	0.2994078	Glutamate decarboxylase
Zm00001eb118930	OG0010228	1	turquoise	0.29687554	D-amino-acid transaminase
Zm00001eb023530	OG0015278	1	turquoise	0.29452149	QWRF motif-containing protein 7
Zm00001eb189240	OG0017148	1	turquoise	0.29437693	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
Zm00001eb192350	OG0009856	1	turquoise	0.29336931	Protein kinase family protein / WD-40 repeat family protein
Zm00001eb257880	OG0009856	1	turquoise	0.29336931	Protein kinase family protein / WD-40 repeat family protein
Zm00001eb283440	OG0007434	1	turquoise	0.29129896	AAI domain-containing protein
Zm00001eb294870	OG0007434	1	turquoise	0.29129896	Non-specific lipid-transfer protein 2
Zm00001eb173490	OG0007937	1	turquoise	0.29029285	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit
Zm00001eb261270	OG0007937	1	turquoise	0.29029285	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit
Zm00001eb375150	OG0007937	1	turquoise	0.29029285	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit 1
Zm00001eb167340	OG0022943	1	turquoise	0.28814979	Xylanase inhibitor protein 1
Zm00001eb394210	OG0002972	1	turquoise	0.28766059	Flavonoid 3'
Zm00001eb394220	OG0002972	1	turquoise	0.28766059	Flavonoid 3'-hydroxylase
Zm00001eb426300	OG0021261	1	turquoise	0.28248171	Putative RING zinc finger and VWF domain family protein
Zm00001eb285530	OG0009513	1	turquoise	0.28218531	NA
Zm00001eb167740	OG0002434	1	turquoise	0.28047729	3-ketoacyl-CoA synthase
Zm00001eb018900	OG0002142	1	turquoise	0.27875571	Putative metacaspase
Zm00001eb018910	OG0002142	1	turquoise	0.27875571	Putative metacaspase
Zm00001eb146080	OG0009981	1	turquoise	0.27756547	Beta-galactosidase
Zm00001eb287940	OG0008333	1	turquoise	0.27720041	probable carboxylesterase 15
Zm00001eb349490	OG0008333	1	turquoise	0.27720041	probable carboxylesterase 15
Zm00001eb050660	OG0008959	1	turquoise	0.27676635	Homeobox-leucine zipper protein HOX32
Zm00001eb218730	OG0008959	1	turquoise	0.27676635	Homeobox-leucine zipper protein HOX32
Zm00001eb249290	OG0010392	1	turquoise	0.27598064	Ethylene-responsive transcription factor 2
Zm00001eb328560	OG0005853	1	turquoise	0.27506337	phosphate metabolism protein 8 isoform X2
Zm00001eb186060	OG0005800	1	turquoise	0.27453866	SAUR11-auxin-responsive SAUR family member
Zm00001eb433500	OG0020197	1	turquoise	0.27215467	Two-component response regulator ORR5
Zm00001eb321920	OG0012098	1	turquoise	0.26836696	Transcription factor MYB86
Zm00001eb156800	OG0006846	1	turquoise	0.26679467	HMA domain-containing protein
Zm00001eb202200	OG0004131	1	turquoise	0.25643995	O-methyltransferase ZRP4
Zm00001eb039710	OG0014110	1	turquoise	0.25437767	S-acyltransferase
Zm00001eb319620	OG0018551	1	turquoise	0.25289306	MYB transcriptional factor
Zm00001eb015720	OG0012719	1	turquoise	0.25095814	probable leucine-rich repeat receptor-like protein kinase At5g49770
Zm00001eb104520	OG0012092	1	turquoise	0.25031201	Zinc finger protein hangover
Zm00001eb320550	OG0012092	1	turquoise	0.25031201	Zinc finger protein hangover
Zm00001eb417450	OG0018347	1	turquoise	0.24737944	Acyl transferase 5
Zm00001eb063640	OG0021021	1	turquoise	0.24298041	ABC family ABC transporter
Zm00001eb081280	OG0002431	1	turquoise	0.2411658	NA
Zm00001eb081290	OG0002431	1	turquoise	0.2411658	Pterin-binding domain-containing protein
Zm00001eb423830	OG0002431	1	turquoise	0.2411658	Pterin-binding domain-containing protein
Zm00001eb108780	OG0009234	1	turquoise	0.23390262	NA
Zm00001eb021310	OG0019093	1	turquoise	0.23309816	AB hydrolase-1 domain-containing protein
Zm00001eb253750	OG0016886	1	turquoise	0.22556977	Putative plant seed peroxygenase
Zm00001eb289580	OG0008407	1	turquoise	0.2216214	PlsC domain-containing protein
Zm00001eb351250	OG0008407	1	turquoise	0.2216214	PlsC domain-containing protein
Zm00001eb154790	OG0018141	1	turquoise	0.21552392	Tryptophan aminotransferase-related protein 4
Zm00001eb214780	OG0013842	1	turquoise	0.21151182	Senescence-specific cysteine protease SAG39
Zm00001eb173160	OG0011903	1	turquoise	0.2069716	PlsC domain-containing protein
Zm00001eb046930	OG0007933	1	turquoise	0.20607735	U-box domain-containing protein
Zm00001eb416740	OG0007933	1	turquoise	0.20607735	RING-type E3 ubiquitin transferase
Zm00001eb180830	OG0007558	1	turquoise	0.20445757	Bidirectional sugar transporter SWEET
Zm00001eb241930	OG0007558	1	turquoise	0.20445757	Bidirectional sugar transporter SWEET
Zm00001eb017950	OG0003913	1	turquoise	0.20325946	Peroxidase
Zm00001eb017960	OG0003913	1	turquoise	0.20325946	Peroxidase
Zm00001eb145540	OG0019476	1	turquoise	0.20110526	Pentatricopeptide repeat-containing protein
Zm00001eb335970	OG0016639	1	turquoise	0.19950323	Gamma-glutamyltranspeptidase 3
Zm00001eb146000	OG0006172	1	turquoise	0.1965676	F-box protein interaction domain containing protein
Zm00001eb366400	OG0006172	1	turquoise	0.1965676	F-box protein interaction domain containing protein
Zm00001eb361830	OG0011575	1	turquoise	0.18400121	NA
Zm00001eb313860	OG0012820	1	turquoise	0.18316733	Senescence-associated family protein
